REGIAO: Sudeste;
UF: SP;
ESTACAO: A701;
NOME: SAO PAULO - IAG;
CODIGO (WMO): A701;
LATITUDE: -23.651;
LONGITUDE: -46.623;
DATA DE FUNDACAO: 01/01/1960;

Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);VENTO, VELOCIDADE HORARIA (m/s);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mb);
2022/01/15;0600;0,2;27,6;29,4;26,1;80,5;85,4;77,5;2,1;932,4;
2022/01/15;0900;0,8;25,7;27,2;24,3;63,9;70,8;56,9;0,3;937,3;
2022/01/15;1200;0,1;26,6;27,5;24,1;81,9;88,4;76,8;2,8;940,1;
2022/01/15;1500;0,2;21,0;22,9;18,4;72,7;79,4;67,5;3,7;951,0;
2022/01/15;1800;0,1;22,0;23,6;19,9;63,1;69,4;58,4;1,5;938,7;
2022/01/15;2100;1,2;20,4;22,9;18,1;79,1;84,5;72,9;0,2;942,1;
2022/01/16;0000;0,1;17,4;19,4;15,4;44,9;48,9;37,9;0,1;929,1;
2022/01/16;0300;1,5;17,5;19,7;15,7;62,1;68,4;57,8;0,3;933,5;
2022/01/16;0600;0,5;21,6;23,2;20,0;70,5;74,9;67,2;2,5;938,7;
2022/01/16;0900;0,5;23,4;25,2;22,4;78,2;83,1;73,0;0,2;939,5;
2022/01/16;1200;0,3;22,0;24,6;19,8;80,4;86,9;77,0;2,9;942,4;
2022/01/16;1500;0,0;24,5;26,4;22,2;62,5;66,1;57,0;1,4;939,7;
2022/01/16;1800;0,1;22,7;24,5;20,7;67,1;71,3;62,3;3,3;939,4;
2022/01/16;2100;0,6;20,7;22,4;18,1;60,1;65,0;55,9;1,6;942,8;
2022/01/17;0000;0,1;23,7;25,7;21,3;77,7;81,8;71,9;0,0;941,5;
2022/01/17;0300;0,3;23,0;24,8;21,4;62,7;64,3;58,4;4,3;952,2;
2022/01/17;0600;1,3;24,4;26,3;22,6;68,7;73,0;64,4;1,0;946,6;
2022/01/17;0900;1,1;24,6;25,9;22,7;62,2;64,6;57,1;1,7;942,9;
2022/01/17;1200;0,5;20,5;22,0;18,7;82,0;87,4;78,5;1,5;943,8;
2022/01/17;1500;0,0;25,4;26,7;23,3;68,2;73,8;64,0;1,4;935,7;
2022/01/17;1800;0,2;22,3;23,3;19,7;48,7;54,6;44,3;0,5;944,4;
2022/01/17;2100;0,1;25,0;27,6;23,4;72,6;75,8;67,5;1,2;941,7;
2022/01/18;0000;0,1;19,7;22,7;17,5;67,1;71,9;61,7;0,0;932,3;
2022/01/18;0300;0,5;17,0;18,6;15,3;85,4;90,5;80,9;5,4;940,3;
2022/01/18;0600;0,1;15,4;16,9;13,8;62,8;69,0;57,1;0,8;933,7;
2022/01/18;0900;0,5;20,9;23,0;18,7;62,9;67,7;58,0;0,1;946,0;
2022/01/18;1200;0,4;23,8;25,1;22,7;70,1;74,5;66,1;0,4;932,5;
2022/01/18;1500;0,2;27,0;28,6;24,7;65,6;69,1;60,7;9,2;933,7;
2022/01/18;1800;0,1;19,4;21,5;16,9;70,1;74,4;64,7;6,6;942,2;
2022/01/18;2100;0,1;20,6;23,3;18,7;82,9;87,2;77,0;1,5;938,9;
2022/01/19;0000;0,4;28,0;30,2;25,5;60,0;65,2;55,2;0,8;940,7;
2022/01/19;0300;0,0;21,3;23,6;19,7;72,3;77,4;67,2;0,5;945,1;
2022/01/19;0600;0,1;19,7;21,4;17,1;70,4;76,4;65,1;1,0;932,7;
2022/01/19;0900;0,3;18,8;21,3;16,1;71,7;77,6;67,3;5,0;936,9;
2022/01/19;1200;0,2;23,7;25,7;21,9;69,3;74,6;64,1;0,2;932,4;
2022/01/19;1500;0,1;20,5;22,0;20,0;88,7;92,9;84,6;0,9;948,1;
2022/01/19;1800;0,3;20,9;22,7;19,2;63,7;68,5;57,1;0,7;947,7;
2022/01/19;2100;0,3;19,6;21,8;17,7;57,2;63,4;52,2;0,6;937,4;
2022/01/20;0000;0,5;22,0;24,3;19,7;64,5;66,1;59,6;0,3;947,6;
2022/01/20;0300;0,9;21,4;23,7;19,2;59,9;63,6;53,7;4,3;935,6;
2022/01/20;0600;0,0;22,6;24,1;20,2;73,0;77,7;67,3;2,1;940,1;
2022/01/20;0900;0,1;23,5;26,1;21,6;85,3;89,6;81,9;0,2;932,9;
2022/01/20;1200;0,2;21,5;23,5;19,4;65,7;72,9;59,2;0,3;940,2;
2022/01/20;1500;0,1;23,6;24,8;22,5;61,2;67,7;56,9;5,5;944,0;
2022/01/20;1800;0,2;24,0;25,4;22,2;53,3;58,4;49,1;2,1;944,1;
2022/01/20;2100;0,1;23,5;25,5;21,0;71,3;76,8;63,9;0,6;941,0;
2022/01/21;0000;0,6;21,3;23,4;19,3;58,3;61,0;54,3;3,7;942,3;
2022/01/21;0300;0,9;22,6;24,4;21,1;75,2;80,4;71,3;2,9;943,1;
2022/01/21;0600;0,2;24,4;26,8;21,9;65,0;70,9;60,2;2,0;942,1;
2022/01/21;0900;0,1;26,6;28,3;24,3;88,9;94,7;83,7;0,3;938,7;
2022/01/21;1200;0,4;19,0;20,9;17,1;78,9;83,5;74,5;3,1;938,8;
2022/01/21;1500;0,2;23,3;25,2;21,4;83,4;88,3;78,8;0,7;940,1;
2022/01/21;1800;0,1;22,3;25,3;20,3;74,5;79,8;67,2;2,0;946,1;
2022/01/21;2100;0,1;18,7;20,4;17,3;85,6;91,8;79,4;4,5;945,2;
2022/01/22;0000;0,3;22,1;23,8;20,5;65,9;73,3;61,3;1,6;943,9;
2022/01/22;0300;0,4;19,1;20,7;17,0;89,1;95,5;83,6;5,3;939,0;
2022/01/22;0600;1,2;22,0;23,6;20,4;73,6;77,4;69,2;1,6;945,6;
2022/01/22;0900;0,6;17,7;19,1;15,0;84,4;88,4;80,2;3,5;942,7;
2022/01/22;1200;0,0;19,2;21,6;17,3;68,8;72,7;63,0;0,7;938,2;
2022/01/22;1500;0,2;21,4;24,0;19,9;70,3;73,7;65,8;0,5;946,4;
2022/01/22;1800;0,1;26,3;28,6;24,6;62,1;65,2;55,5;1,2;934,9;
2022/01/22;2100;0,6;18,3;20,1;15,1;78,4;83,9;72,2;4,5;949,2;
2022/01/23;0000;0,1;23,1;25,8;21,4;64,1;68,1;58,8;4,8;926,9;
2022/01/23;0300;0,1;25,5;27,3;23,1;59,9;66,0;53,5;2,2;940,5;
2022/01/23;0600;0,1;21,6;24,1;19,8;83,2;86,4;78,5;0,1;930,4;
2022/01/23;0900;0,0;22,4;24,3;20,5;76,9;81,6;69,1;1,5;944,0;
2022/01/23;1200;0,0;18,8;21,0;17,1;78,9;83,8;74,0;3,2;941,4;
2022/01/23;1500;0,9;27,7;30,0;25,5;77,3;82,2;73,3;2,7;924,9;
2022/01/23;1800;0,2;15,3;17,7;13,1;69,8;77,2;64,8;1,0;945,8;
2022/01/23;2100;0,6;23,7;26,3;22,6;71,8;76,0;66,3;0,7;947,6;
2022/01/24;0000;1,8;18,9;20,9;17,2;85,4;89,3;80,3;3,0;946,8;
2022/01/24;0300;0,1;15,7;17,9;13,6;65,6;71,8;58,9;6,3;943,3;
2022/01/24;0600;0,2;20,6;21,9;18,5;69,8;74,7;65,3;0,1;933,8;
2022/01/24;0900;1,3;24,6;26,2;22,5;68,4;74,1;62,8;2,7;942,5;
2022/01/24;1200;0,4;18,0;19,9;15,2;68,3;74,3;63,3;0,2;935,8;
2022/01/24;1500;1,4;24,2;25,8;21,9;79,6;85,0;75,2;0,9;940,9;
2022/01/24;1800;0,3;19,3;21,2;17,6;64,9;70,5;58,9;4,0;947,3;
2022/01/24;2100;0,0;19,5;22,1;17,0;71,3;76,5;65,3;2,7;943,3;
2022/01/25;0000;0,0;18,7;20,8;17,3;76,9;80,1;71,6;0,6;938,6;
2022/01/25;0300;1,5;12,9;14,7;11,3;64,2;72,3;60,6;2,7;942,0;
2022/01/25;0600;0,1;19,1;20,6;17,8;80,0;86,2;75,6;2,4;938,0;
2022/01/25;0900;0,0;23,5;25,0;21,9;71,2;76,2;67,3;5,2;951,2;
2022/01/25;1200;0,8;19,0;21,5;16,7;64,6;70,1;60,4;1,5;937,2;
2022/01/25;1500;0,2;22,7;24,4;20,6;71,8;76,4;68,6;2,3;943,9;
2022/01/25;1800;0,3;19,7;21,8;17,1;81,2;87,1;75,8;5,6;935,2;
2022/01/25;2100;0,3;20,4;22,2;18,3;56,9;62,4;53,9;2,6;942,1;
2022/01/26;0000;0,0;18,8;21,1;16,4;84,6;90,0;78,6;0,8;944,3;
2022/01/26;0300;0,2;24,1;25,8;22,7;72,0;77,0;66,8;4,3;944,4;
2022/01/26;0600;0,0;18,5;20,1;16,8;70,0;74,5;65,2;1,6;941,6;
2022/01/26;0900;0,1;27,0;28,9;25,3;73,5;77,7;68,6;0,6;936,6;
2022/01/26;1200;0,6;19,5;21,0;16,9;74,5;80,4;70,9;0,5;948,3;
2022/01/26;1500;0,0;19,2;20,6;17,1;65,6;72,3;60,1;1,0;938,6;
2022/01/26;1800;0,4;20,7;22,6;19,6;71,3;75,8;65,7;0,5;942,7;
2022/01/26;2100;0,3;22,0;24,6;20,9;74,6;79,6;69,7;0,7;935,1;
2022/01/27;0000;0,5;23,9;26,8;20,9;58,6;63,4;53,3;0,0;944,8;
2022/01/27;0300;0,2;25,8;27,3;24,1;82,0;85,3;78,1;1,7;942,2;
2022/01/27;0600;0,3;21,7;24,0;19,0;74,6;77,8;70,9;3,1;934,4;
2022/01/27;0900;0,2;23,0;25,2;22,2;54,2;59,5;47,2;1,2;941,3;
2022/01/27;1200;0,1;23,4;25,8;21,5;67,1;72,9;61,0;2,5;944,5;
2022/01/27;1500;0,5;20,4;22,1;18,7;71,2;76,8;68,2;0,9;936,3;
2022/01/27;1800;0,2;18,9;20,7;16,5;71,3;77,8;66,5;1,6;942,3;
2022/01/27;2100;0,2;22,8;25,1;20,4;72,0;78,2;66,5;0,5;946,9;
2022/01/28;0000;0,0;24,5;25,9;22,3;75,9;82,6;71,2;2,2;939,3;
2022/01/28;0300;0,1;26,4;28,4;24,8;69,5;74,0;64,9;0,9;937,3;
2022/01/28;0600;0,2;21,7;23,2;19,1;68,5;73,9;63,1;0,7;948,6;
2022/01/28;0900;0,0;19,2;22,3;16,9;75,1;80,3;69,1;1,3;945,5;
2022/01/28;1200;0,2;17,2;19,6;15,2;64,2;68,6;59,3;0,2;931,9;
2022/01/28;1500;0,4;19,9;21,3;17,8;63,2;67,6;55,9;2,0;944,3;
2022/01/28;1800;0,1;23,0;24,3;21,7;49,3;54,5;45,4;0,2;937,0;
2022/01/28;2100;0,0;21,4;23,3;19,6;58,6;63,8;51,4;8,8;941,4;
2022/01/29;0000;0,2;28,3;30,0;26,4;70,8;75,6;64,6;0,9;948,3;
2022/01/29;0300;0,1;20,0;22,5;17,7;70,4;75,7;65,5;2,8;929,4;
2022/01/29;0600;1,2;17,4;19,6;15,2;78,9;83,6;73,0;1,5;942,1;
2022/01/29;0900;0,7;17,5;19,7;15,4;68,8;73,9;61,3;1,1;930,4;
2022/01/29;1200;0,2;17,8;20,0;15,6;58,3;62,7;51,5;0,6;939,2;
2022/01/29;1500;0,1;21,5;23,3;19,5;70,7;76,4;64,9;1,6;942,2;
2022/01/29;1800;0,0;21,8;24,4;20,6;60,5;67,0;57,0;1,1;947,2;
2022/01/29;2100;0,9;22,4;24,8;20,4;87,0;91,3;81,7;2,8;946,3;
2022/01/30;0000;0,0;26,0;27,9;25,0;67,9;74,6;63,7;3,5;939,6;
2022/01/30;0300;0,1;25,4;27,5;22,4;78,8;83,9;73,9;0,7;941,7;
2022/01/30;0600;0,6;23,8;26,3;22,5;77,9;82,7;73,7;0,9;943,0;
2022/01/30;0900;0,2;22,4;24,6;21,0;75,4;79,9;68,4;2,1;938,1;
2022/01/30;1200;0,2;21,2;23,1;19,8;81,6;86,7;76,0;2,8;939,5;
2022/01/30;1500;1,1;21,9;23,3;20,8;59,0;65,2;54,3;0,0;943,9;
2022/01/30;1800;1,1;20,7;21,9;18,3;63,9;69,5;58,0;1,2;932,9;
2022/01/30;2100;0,5;30,3;32,5;27,9;78,5;83,4;73,4;0,4;945,4;
2022/01/31;0000;0,4;22,9;24,5;20,7;57,4;63,3;50,8;1,9;936,2;
2022/01/31;0300;0,0;20,8;22,9;18,7;67,5;71,6;60,8;3,5;935,8;
2022/01/31;0600;0,3;26,5;28,7;24,4;75,3;81,8;72,9;5,8;940,9;
2022/01/31;0900;0,1;24,3;26,0;22,9;59,9;64,0;54,2;3,7;942,5;
2022/01/31;1200;0,0;20,3;23,1;17,8;77,0;80,2;70,0;0,0;939,5;
2022/01/31;1500;0,1;22,0;24,2;19,9;69,6;74,7;64,0;2,3;944,2;
2022/01/31;1800;0,1;19,9;22,3;18,7;72,3;76,5;66,7;0,3;938,5;
2022/01/31;2100;0,8;22,2;24,7;19,7;72,6;76,5;65,0;0,2;939,6;
2022/02/01;0000;0,2;22,3;24,4;20,1;64,2;69,6;57,4;0,8;934,4;
2022/02/01;0300;0,3;24,5;27,1;22,6;71,5;75,6;68,9;0,0;938,6;
2022/02/01;0600;0,0;11,7;12,8;10,4;71,7;77,3;67,9;0,7;950,2;
2022/02/01;0900;0,0;20,3;22,1;18,7;55,8;61,4;51,1;8,2;938,1;
2022/02/01;1200;0,6;22,0;23,2;19,1;56,4;63,2;51,4;0,7;938,3;
2022/02/01;1500;0,2;24,3;26,5;21,9;79,3;84,1;73,3;3,2;942,6;
2022/02/01;1800;0,8;25,6;27,2;24,6;60,1;64,8;54,8;1,4;934,0;
2022/02/01;2100;0,7;26,7;29,4;24,2;81,1;84,5;75,4;3,6;943,7;
2022/02/02;0000;0,9;24,4;26,8;22,2;74,2;80,4;69,8;0,5;941,8;
2022/02/02;0300;0,2;19,8;21,7;19,1;64,0;68,6;59,4;0,4;938,3;
2022/02/02;0600;0,1;24,8;26,7;22,2;80,9;85,3;75,3;0,7;940,6;
2022/02/02;0900;0,6;23,0;25,8;21,1;72,4;77,5;65,6;2,3;946,7;
2022/02/02;1200;0,0;22,5;25,0;20,1;68,6;73,7;63,4;2,0;941,7;
2022/02/02;1500;0,2;20,0;21,7;18,1;73,2;79,4;67,5;2,4;945,6;
2022/02/02;1800;0,2;23,6;26,0;21,5;78,1;83,2;72,4;0,4;943,5;
2022/02/02;2100;0,3;24,6;26,2;22,6;62,5;67,1;57,2;4,4;945,2;
2022/02/03;0000;0,5;19,5;21,4;16,2;59,8;63,6;54,6;2,6;941,4;
2022/02/03;0300;0,1;16,9;18,8;15,8;74,2;79,7;69,3;1,0;934,1;
2022/02/03;0600;0,1;21,3;24,9;19,4;67,6;72,8;63,8;0,5;944,4;
2022/02/03;0900;0,3;22,5;24,4;20,1;84,7;90,4;80,7;0,8;930,6;
2022/02/03;1200;0,1;19,2;21,6;17,4;74,1;79,8;69,9;3,2;936,5;
2022/02/03;1500;0,2;24,0;26,3;21,8;62,2;66,8;56,5;2,4;951,4;
2022/02/03;1800;0,4;19,5;22,4;17,2;67,3;72,4;63,5;2,0;947,7;
2022/02/03;2100;0,3;24,9;26,7;22,5;82,7;88,6;76,8;1,1;941,0;
2022/02/04;0000;0,0;21,4;24,0;18,2;78,3;84,5;74,2;4,1;936,4;
2022/02/04;0300;0,4;25,3;27,0;24,0;57,7;62,5;52,9;0,9;945,0;
2022/02/04;0600;0,1;17,9;19,3;15,8;71,4;77,0;67,6;1,6;929,0;
2022/02/04;0900;0,3;27,0;29,5;25,0;54,8;59,3;49,4;2,6;937,7;
2022/02/04;1200;0,3;18,7;19,9;16,3;77,7;83,5;71,0;6,6;943,8;
2022/02/04;1500;0,1;25,2;27,5;23,2;78,7;83,8;74,2;0,1;940,6;
2022/02/04;1800;2,0;19,0;21,5;16,9;76,7;82,2;72,6;3,1;946,6;
2022/02/04;2100;0,2;20,8;22,6;18,7;72,9;80,5;67,3;1,7;937,6;
2022/02/05;0000;1,2;20,1;21,8;18,1;73,8;79,2;68,4;8,1;943,1;
