REGIAO: Sudeste;
UF: SP;
ESTACAO: A711;
NOME: SAO PAULO - MIRANTE;
CODIGO (WMO): A711;
LATITUDE: -23.496;
LONGITUDE: -46.62;
DATA DE FUNDACAO: 01/01/1960;

Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);VENTO, VELOCIDADE HORARIA (m/s);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mb);
2023/01/07;0900;0,5;24,3;26,9;21,1;71,7;75,4;65,9;0,8;936,2;
2023/01/07;1200;0,1;21,1;23,4;19,0;76,9;81,7;73,1;3,2;942,4;
2023/01/07;1500;0,1;22,8;24,8;20,7;71,5;74,1;66,4;2,1;941,8;
2023/01/07;1800;0,3;23,0;24,4;20,3;67,3;73,0;60,9;10,1;939,4;
2023/01/07;2100;0,9;19,6;21,5;17,0;77,7;83,5;71,0;1,7;939,6;
2023/01/08;0000;0,2;17,4;20,0;15,8;73,3;79,0;68,9;0,2;943,2;
2023/01/08;0300;1,2;23,5;25,6;22,0;62,1;67,9;57,0;5,4;944,5;
2023/01/08;0600;0,8;20,9;22,9;18,8;81,0;86,8;76,8;1,7;945,8;
2023/01/08;0900;1,1;29,7;31,3;27,3;78,5;84,1;73,3;1,9;938,9;
2023/01/08;1200;0,2;22,5;25,1;20,4;75,1;81,4;69,5;3,9;939,9;
2023/01/08;1500;0,6;14,8;17,0;13,3;65,9;72,2;59,7;2,3;941,4;
2023/01/08;1800;0,0;24,3;26,1;22,0;64,8;70,4;60,2;1,5;941,7;
2023/01/08;2100;0,4;20,0;23,3;18,4;83,4;88,5;78,2;0,8;944,2;
2023/01/09;0000;0,3;22,0;23,0;19,8;71,6;76,4;66,6;2,2;933,8;
2023/01/09;0300;0,6;17,1;18,9;14,3;80,2;84,4;76,0;0,2;941,2;
2023/01/09;0600;0,2;21,4;22,6;19,5;63,7;67,5;59,4;0,4;934,6;
2023/01/09;0900;0,4;20,8;22,9;18,4;68,9;75,5;63,2;0,0;945,8;
2023/01/09;1200;0,2;23,8;25,7;21,9;71,9;77,9;67,0;0,7;925,5;
2023/01/09;1500;0,0;20,1;21,9;18,3;75,1;81,9;70,9;0,4;942,0;
2023/01/09;1800;0,5;16,7;18,9;14,6;90,9;95,5;86,0;0,1;933,7;
2023/01/09;2100;0,1;25,7;27,2;23,2;83,2;86,7;78,1;1,0;940,8;
2023/01/10;0000;0,1;16,0;17,2;13,6;55,3;60,7;49,0;2,4;951,8;
2023/01/10;0300;0,1;22,4;24,2;19,5;79,1;83,8;73,7;2,6;943,7;
2023/01/10;0600;0,6;26,8;28,5;24,7;63,3;66,4;59,2;0,4;940,0;
2023/01/10;0900;0,3;24,8;26,8;22,1;75,5;80,1;69,1;0,1;941,3;
2023/01/10;1200;0,0;20,9;22,9;19,3;78,9;82,8;74,0;2,4;939,9;
2023/01/10;1500;0,6;18,9;20,3;16,1;78,0;83,0;72,1;1,0;944,0;
2023/01/10;1800;0,3;19,0;21,4;17,8;68,4;72,0;63,0;2,6;937,9;
2023/01/10;2100;0,1;18,0;21,5;14,6;61,0;66,6;57,2;10,0;933,3;
2023/01/11;0000;0,2;21,7;23,7;19,2;53,8;58,8;48,5;1,6;942,0;
2023/01/11;0300;0,1;26,1;29,2;23,2;72,4;77,3;68,2;0,2;947,3;
2023/01/11;0600;0,1;22,2;23,6;20,0;65,2;71,0;57,4;1,9;941,5;
2023/01/11;0900;0,1;19,7;21,9;17,4;66,9;72,5;61,0;1,9;938,3;
2023/01/11;1200;0,3;24,1;27,3;21,6;80,3;87,1;75,4;4,8;941,3;
2023/01/11;1500;0,7;27,2;29,6;26,1;65,0;69,4;59,5;1,5;941,7;
2023/01/11;1800;0,0;27,9;29,3;24,9;63,4;65,6;57,6;2,8;947,2;
2023/01/11;2100;0,1;13,4;15,9;12,0;80,4;84,3;76,1;4,3;934,8;
2023/01/12;0000;0,4;18,6;19,9;16,5;57,3;63,2;52,1;1,3;935,1;
2023/01/12;0300;0,0;22,3;24,7;20,1;57,6;61,8;54,4;3,1;941,1;
2023/01/12;0600;0,0;20,4;22,3;18,7;62,2;68,2;57,9;7,6;942,8;
2023/01/12;0900;0,0;18,2;19,8;15,7;70,0;74,2;64,8;5,8;946,3;
2023/01/12;1200;0,2;25,0;27,2;22,5;74,4;78,5;70,5;1,7;942,2;
2023/01/12;1500;0,5;18,4;20,3;17,3;87,8;93,6;81,7;0,2;944,2;
2023/01/12;1800;0,3;20,2;22,5;18,8;64,7;68,0;59,8;0,8;944,5;
2023/01/12;2100;0,1;23,3;26,3;21,3;80,5;85,0;77,3;1,7;940,7;
2023/01/13;0000;0,1;24,0;26,1;22,1;66,3;70,9;61,5;0,8;947,3;
2023/01/13;0300;0,1;23,6;25,2;21,6;71,7;78,3;67,4;0,5;944,1;
2023/01/13;0600;0,1;21,4;22,7;20,0;72,1;77,1;66,9;3,8;937,2;
2023/01/13;0900;0,5;23,5;25,3;21,1;54,1;59,4;48,9;2,3;947,9;
2023/01/13;1200;0,4;21,5;23,7;20,0;66,8;72,3;59,7;3,1;945,3;
2023/01/13;1500;0,4;23,0;25,1;21,1;65,0;68,8;60,1;0,3;939,2;
2023/01/13;1800;0,7;25,1;26,9;23,0;66,1;71,9;60,6;0,0;936,9;
2023/01/13;2100;0,3;22,8;23,7;20,5;65,2;69,2;61,1;0,8;936,3;
2023/01/14;0000;0,8;21,8;24,3;19,4;71,3;77,8;64,7;2,5;936,7;
2023/01/14;0300;0,1;21,3;23,3;19,7;79,2;84,1;74,9;2,4;934,8;
2023/01/14;0600;0,0;20,3;22,9;18,7;70,5;76,4;66,1;2,8;931,2;
2023/01/14;0900;0,8;21,7;22,5;20,5;76,5;81,4;71,5;1,9;944,2;
2023/01/14;1200;0,1;20,7;23,6;19,4;83,8;88,4;79,8;3,0;936,7;
2023/01/14;1500;0,1;14,2;16,3;11,4;73,1;78,3;66,8;0,9;940,3;
2023/01/14;1800;0,4;20,7;22,5;18,3;70,7;76,4;66,7;0,3;932,7;
2023/01/14;2100;0,1;19,0;21,6;16,6;59,4;64,1;53,7;0,1;939,6;
2023/01/15;0000;0,3;23,7;25,6;21,0;64,5;69,4;59,8;1,5;929,3;
2023/01/15;0300;0,3;25,9;28,5;23,7;69,4;73,7;63,5;1,0;943,4;
2023/01/15;0600;0,5;21,4;22,5;18,7;61,7;67,0;54,9;0,3;935,6;
2023/01/15;0900;0,8;26,4;28,8;24,4;61,3;66,4;55,6;1,0;941,8;
2023/01/15;1200;0,2;23,3;25,7;21,2;74,6;79,3;68,5;0,5;935,9;
2023/01/15;1500;0,2;22,4;24,9;20,9;76,7;81,8;72,9;4,0;942,9;
2023/01/15;1800;0,2;21,9;23,7;21,4;70,3;75,1;66,0;0,7;936,7;
2023/01/15;2100;0,4;23,4;25,5;22,6;61,5;66,6;56,2;3,1;935,7;
2023/01/16;0000;0,0;20,7;22,4;19,2;73,9;78,6;70,2;2,0;942,5;
2023/01/16;0300;0,0;25,5;28,1;23,6;68,6;73,6;63,7;2,6;948,9;
2023/01/16;0600;0,1;16,2;17,6;14,5;78,2;82,3;74,0;1,7;941,4;
2023/01/16;0900;0,1;21,4;23,2;19,0;70,3;75,3;64,4;3,5;943,8;
2023/01/16;1200;0,2;12,4;15,0;9,5;58,6;65,3;53,2;0,5;938,4;
2023/01/16;1500;0,2;20,3;22,6;18,4;65,5;72,2;60,0;2,9;936,4;
2023/01/16;1800;0,2;22,5;25,1;20,3;81,2;87,8;76,2;1,9;943,1;
2023/01/16;2100;0,4;21,0;23,4;18,8;79,1;84,2;72,5;0,2;941,6;
2023/01/17;0000;1,1;19,7;21,1;17,8;81,1;86,3;75,4;0,2;943,3;
2023/01/17;0300;0,3;16,9;19,1;15,2;72,5;78,1;68,3;1,1;942,4;
2023/01/17;0600;0,3;19,1;21,6;17,4;72,8;78,7;69,4;1,7;951,7;
2023/01/17;0900;0,0;19,2;21,0;18,1;67,6;71,6;61,8;2,5;949,5;
2023/01/17;1200;0,1;16,5;19,2;14,8;72,1;77,7;65,7;0,0;944,6;
2023/01/17;1500;0,5;22,5;24,5;19,9;60,1;64,5;55,2;1,3;939,0;
2023/01/17;1800;0,0;21,6;23,3;19,1;77,6;83,1;71,9;1,1;937,3;
2023/01/17;2100;0,3;15,5;17,0;12,6;76,3;81,3;71,0;1,9;934,0;
2023/01/18;0000;0,1;19,9;22,1;18,3;75,0;80,8;70,1;2,4;946,7;
2023/01/18;0300;0,1;24,0;25,3;21,9;79,8;84,8;74,6;4,4;939,3;
2023/01/18;0600;0,1;18,3;20,8;16,3;74,0;79,6;70,0;4,4;936,3;
2023/01/18;0900;0,3;21,4;24,1;19,8;75,9;80,7;71,6;4,9;937,3;
2023/01/18;1200;0,3;19,2;21,2;17,6;85,5;89,7;80,7;0,2;946,4;
2023/01/18;1500;0,2;21,3;22,9;19,0;71,8;76,9;68,3;2,7;945,5;
2023/01/18;1800;0,0;20,9;23,1;18,6;65,4;70,8;59,9;2,8;950,3;
2023/01/18;2100;0,4;18,0;19,9;16,0;62,2;67,9;56,8;0,4;948,1;
2023/01/19;0000;0,2;21,6;23,4;18,8;68,0;74,1;63,6;3,1;935,1;
2023/01/19;0300;0,2;27,3;29,5;24,8;63,5;68,3;59,0;0,1;939,2;
2023/01/19;0600;0,4;19,5;22,1;18,3;78,0;83,0;72,0;2,2;940,8;
2023/01/19;0900;0,2;27,2;28,1;25,1;81,3;85,6;76,1;0,7;926,9;
2023/01/19;1200;0,0;24,1;26,2;22,5;68,5;74,7;63,5;3,8;942,4;
2023/01/19;1500;0,8;26,7;27,6;25,4;69,4;76,2;64,7;1,2;940,5;
2023/01/19;1800;0,6;22,2;24,6;20,7;75,6;80,1;70,6;1,1;934,2;
2023/01/19;2100;0,4;21,3;23,5;18,9;72,1;76,6;67,1;1,5;934,7;
2023/01/20;0000;0,2;18,7;20,7;17,1;71,2;75,0;65,5;1,4;951,3;
2023/01/20;0300;0,0;21,7;24,0;20,1;73,4;78,2;68,1;0,4;936,8;
2023/01/20;0600;0,1;25,0;26,4;22,5;73,3;78,1;68,5;0,7;940,8;
2023/01/20;0900;0,1;27,1;28,2;24,9;68,9;75,6;65,5;1,5;939,1;
2023/01/20;1200;0,1;27,9;30,2;25,6;80,0;83,9;74,3;1,1;944,8;
2023/01/20;1500;0,5;14,0;16,3;11,9;88,7;92,6;83,8;2,7;940,0;
2023/01/20;1800;0,2;21,2;23,4;18,9;77,4;82,7;72,7;1,8;936,2;
2023/01/20;2100;0,3;21,6;23,5;18,3;63,0;67,5;57,9;0,7;947,5;
2023/01/21;0000;0,1;24,2;26,4;22,6;65,2;70,0;59,8;3,8;934,4;
2023/01/21;0300;0,1;19,2;21,0;16,9;64,7;68,7;59,9;3,6;941,3;
2023/01/21;0600;0,1;21,5;22,9;19,6;70,9;77,5;64,9;1,7;942,2;
2023/01/21;0900;0,5;19,6;20,4;17,1;76,1;80,3;70,6;0,4;940,1;
2023/01/21;1200;0,6;25,0;26,8;23,4;80,6;87,2;73,9;0,0;944,4;
2023/01/21;1500;0,1;18,5;19,8;15,9;74,4;80,1;70,8;2,1;942,8;
2023/01/21;1800;0,2;23,5;25,1;21,8;73,0;78,6;68,6;2,0;942,3;
2023/01/21;2100;0,0;19,7;22,2;18,5;61,4;66,0;56,7;6,6;935,0;
2023/01/22;0000;0,3;24,4;25,8;21,6;75,1;80,1;70,1;1,0;928,5;
2023/01/22;0300;0,2;21,2;23,1;19,0;73,8;77,1;69,1;3,6;937,0;
2023/01/22;0600;0,1;21,9;24,3;20,8;54,3;59,2;48,8;1,8;941,7;
2023/01/22;0900;0,8;19,7;21,5;17,0;77,2;83,2;73,1;0,9;948,8;
2023/01/22;1200;0,0;26,0;27,5;24,4;79,9;85,4;74,4;1,3;933,9;
2023/01/22;1500;0,2;23,8;25,3;21,5;71,2;76,0;66,3;6,1;936,3;
2023/01/22;1800;0,0;21,5;23,0;19,6;72,5;77,9;67,4;1,3;938,5;
2023/01/22;2100;0,1;22,5;25,1;19,5;79,9;85,8;73,5;4,1;942,5;
2023/01/23;0000;0,3;21,1;23,2;19,2;64,4;69,4;59,6;0,9;935,7;
2023/01/23;0300;0,3;22,7;24,8;21,3;73,2;78,6;68,3;1,3;939,7;
2023/01/23;0600;1,4;21,3;23,5;19,5;62,9;67,9;58,5;2,4;944,0;
2023/01/23;0900;0,4;20,8;22,8;19,8;75,4;81,3;70,5;2,8;944,5;
2023/01/23;1200;0,2;21,6;23,3;20,4;67,8;72,9;63,3;0,0;938,8;
2023/01/23;1500;0,0;23,1;25,6;20,8;70,6;74,4;66,5;1,6;945,2;
2023/01/23;1800;0,3;17,9;18,8;16,1;80,5;86,5;75,3;2,6;933,7;
2023/01/23;2100;0,0;26,2;28,1;24,6;68,1;73,2;62,9;1,6;940,6;
2023/01/24;0000;0,2;21,4;23,7;19,5;73,3;76,2;68,6;2,6;929,2;
2023/01/24;0300;0,9;20,9;23,0;18,5;82,0;88,7;76,6;2,5;939,3;
2023/01/24;0600;0,1;16,9;18,5;14,9;74,1;79,5;69,3;0,7;942,9;
2023/01/24;0900;0,1;21,1;23,3;19,6;82,1;87,9;78,0;1,3;934,7;
2023/01/24;1200;0,1;27,5;29,0;25,1;75,8;83,0;71,7;2,4;938,7;
2023/01/24;1500;0,0;14,5;16,5;13,0;49,5;53,7;44,7;0,5;939,9;
2023/01/24;1800;0,4;26,3;27,7;24,2;68,9;72,9;64,0;0,0;944,9;
2023/01/24;2100;0,0;22,8;25,2;20,9;69,3;73,2;63,3;1,3;938,3;
2023/01/25;0000;0,6;27,6;30,1;25,5;70,4;75,3;64,6;1,0;936,3;
2023/01/25;0300;0,2;24,1;26,1;22,9;88,0;92,3;83,0;0,6;937,6;
2023/01/25;0600;0,0;18,2;20,8;16,9;70,8;76,1;67,1;5,2;940,3;
2023/01/25;0900;0,7;17,6;19,1;16,0;79,7;85,4;76,4;2,4;939,7;
2023/01/25;1200;0,1;24,9;27,6;22,8;91,1;95,0;86,1;1,6;941,2;
2023/01/25;1500;0,1;17,4;20,2;16,4;57,5;62,4;54,1;1,5;929,7;
2023/01/25;1800;0,0;20,7;22,3;18,1;71,3;76,4;66,8;0,2;940,5;
2023/01/25;2100;0,0;21,3;22,6;20,0;62,3;66,5;57,9;0,9;936,5;
2023/01/26;0000;0,4;21,9;23,6;20,1;74,2;80,4;69,4;1,0;937,5;
2023/01/26;0300;0,1;22,3;24,6;20,7;54,7;59,5;49,9;0,3;936,2;
2023/01/26;0600;0,9;17,9;19,9;15,7;70,9;73,8;67,1;1,2;938,5;
2023/01/26;0900;0,0;25,6;27,8;23,5;72,8;77,9;68,0;0,3;940,5;
2023/01/26;1200;0,2;26,2;28,5;24,8;69,5;73,3;65,1;1,3;938,1;
2023/01/26;1500;0,6;22,9;24,7;20,9;73,2;79,6;68,3;0,1;936,6;
2023/01/26;1800;0,1;19,0;20,5;17,3;94,6;100,0;89,9;3,0;946,3;
2023/01/26;2100;0,4;22,5;25,1;20,3;63,2;68,4;57,5;0,2;945,0;
2023/01/27;0000;0,3;24,6;27,0;22,4;69,9;74,5;64,7;0,0;938,1;
2023/01/27;0300;0,3;18,1;20,7;16,6;79,0;83,3;73,6;5,6;931,4;
2023/01/27;0600;0,1;23,4;24,9;20,2;55,5;60,6;51,3;3,0;938,2;
2023/01/27;0900;0,2;21,2;23,1;19,4;80,6;84,5;74,6;0,7;936,2;
2023/01/27;1200;0,5;19,0;20,4;16,6;57,5;61,8;51,8;0,1;934,5;
2023/01/27;1500;0,0;17,5;19,5;15,8;72,2;76,7;68,3;0,2;942,5;
2023/01/27;1800;0,9;24,1;25,7;21,2;83,6;91,1;78,8;3,9;939,5;
2023/01/27;2100;0,1;20,3;22,5;18,9;69,0;74,8;64,8;5,5;938,7;
2023/01/28;0000;0,4;19,8;22,1;17,8;72,6;76,9;68,2;1,9;937,5;
2023/01/28;0300;0,3;23,7;26,0;21,3;70,3;76,3;64,8;1,3;937,8;
2023/01/28;0600;0,1;23,9;26,0;22,0;68,2;73,4;64,2;0,1;932,4;
2023/01/28;0900;0,6;23,5;26,3;20,7;76,2;80,8;69,8;5,3;947,9;
2023/01/28;1200;0,6;22,4;25,0;21,4;74,2;79,6;69,7;1,0;941,8;
2023/01/28;1500;0,6;23,4;25,9;21,1;74,1;79,6;70,5;2,6;944,9;
2023/01/28;1800;0,1;21,4;23,5;18,9;58,3;60,9;52,2;1,4;937,0;
2023/01/28;2100;0,2;22,7;24,7;20,7;74,5;78,7;70,9;3,3;944,1;
2023/01/29;0000;0,2;14,6;16,5;13,2;67,7;72,6;61,1;1,5;933,2;
2023/01/29;0300;0,2;24,8;26,4;22,6;65,9;71,8;60,5;0,7;944,2;
2023/01/29;0600;0,1;17,3;19,7;14,2;58,1;63,7;54,5;0,3;943,1;
2023/01/29;0900;0,1;24,5;27,0;23,0;75,8;80,0;70,9;2,8;936,0;
2023/01/29;1200;0,2;21,4;23,7;20,3;79,0;85,8;75,2;0,7;943,2;
2023/01/29;1500;1,2;17,3;19,0;15,2;69,0;74,9;63,5;2,6;935,5;
2023/01/29;1800;0,3;24,0;25,9;22,5;67,0;72,6;63,4;1,0;935,1;
2023/01/29;2100;0,2;25,3;26,6;23,2;78,9;82,8;74,7;2,1;945,7;
2023/01/30;0000;0,0;21,2;23,2;19,8;54,7;60,4;51,5;9,2;937,4;
2023/01/30;0300;0,1;21,2;22,8;18,8;70,9;75,4;65,3;3,9;941,7;
2023/01/30;0600;0,6;24,0;26,2;21,6;78,6;84,4;73,6;2,0;935,1;
2023/01/30;0900;0,1;22,2;23,2;20,3;52,1;56,4;48,9;0,8;945,3;
2023/01/30;1200;0,8;22,2;23,8;20,8;68,8;72,3;61,8;1,8;946,4;
2023/01/30;1500;0,0;25,5;27,8;23,7;73,0;78,1;67,9;2,4;942,5;
2023/01/30;1800;0,1;29,4;30,7;27,2;76,2;82,5;71,3;4,5;945,0;
2023/01/30;2100;0,0;22,4;24,8;20,2;68,8;72,5;64,9;0,2;936,8;
2023/01/31;0000;0,2;21,0;23,3;19,0;76,0;82,3;71,5;1,5;941,6;
2023/01/31;0300;0,7;22,9;25,2;20,3;77,8;83,7;74,9;0,9;936,7;
2023/01/31;0600;0,1;24,2;25,8;22,0;63,0;68,6;57,1;2,2;936,0;
2023/01/31;0900;0,2;13,4;15,8;10,7;63,0;67,2;57,0;3,8;938,6;
2023/01/31;1200;0,0;23,2;24,9;21,2;49,9;56,8;44,3;0,6;932,5;
2023/01/31;1500;0,1;18,3;20,5;16,3;76,9;80,8;70,6;0,4;936,5;
2023/01/31;1800;0,0;26,1;28,5;24,6;64,9;67,6;59,4;0,9;947,3;
2023/01/31;2100;0,7;28,5;30,7;26,3;72,8;77,8;69,3;1,3;936,3;
2023/02/01;0000;0,3;20,5;23,3;18,0;70,7;75,5;65,4;6,2;941,1;
2023/02/01;0300;0,3;24,5;26,5;22,0;68,4;72,6;63,9;0,4;938,4;
2023/02/01;0600;0,3;19,8;21,3;17,6;58,4;63,4;53,7;0,4;937,2;
2023/02/01;0900;0,0;23,7;25,9;21,9;85,1;90,3;80,4;2,2;949,0;
2023/02/01;1200;0,4;20,5;23,8;18,2;85,4;91,6;81,0;1,8;951,0;
2023/02/01;1500;0,0;22,2;23,6;20,0;67,0;71,3;61,0;2,2;938,1;
2023/02/01;1800;0,7;20,6;22,2;17,8;65,1;70,4;59,3;0,9;942,2;
2023/02/01;2100;0,2;26,1;28,5;23,5;76,2;79,1;72,2;0,6;943,6;
2023/02/02;0000;0,0;24,0;26,4;22,5;75,3;80,8;70,0;2,6;931,7;
2023/02/02;0300;0,2;26,7;29,1;24,5;75,1;81,5;71,3;0,7;933,5;
2023/02/02;0600;0,6;21,9;23,9;20,7;61,9;68,7;57,2;0,9;945,6;
2023/02/02;0900;0,4;22,4;24,6;21,0;74,2;79,8;68,2;2,6;937,3;
2023/02/02;1200;0,1;20,2;22,6;18,6;59,4;63,9;54,2;1,1;942,2;
2023/02/02;1500;0,1;21,1;22,6;19,2;65,7;70,7;60,9;1,3;942,3;
2023/02/02;1800;0,2;18,9;20,5;16,8;71,1;77,1;66,2;0,3;943,1;
2023/02/02;2100;0,0;20,7;23,1;18,9;70,9;75,9;66,7;0,1;937,6;
2023/02/03;0000;0,1;21,9;24,1;19,1;65,8;71,7;60,2;3,2;938,2;
2023/02/03;0300;0,0;19,7;21,6;17,4;71,5;77,4;67,3;0,8;930,2;
2023/02/03;0600;0,3;22,3;24,5;21,0;55,5;62,9;49,1;2,2;941,6;
2023/02/03;0900;0,4;23,2;24,7;21,1;73,9;80,4;71,1;4,0;950,1;
2023/02/03;1200;0,4;21,6;23,5;20,3;69,3;74,7;64,5;4,8;933,8;
2023/02/03;1500;0,1;18,7;20,8;17,5;81,2;87,0;76,6;0,1;937,0;
2023/02/03;1800;0,0;19,3;21,5;17,1;70,2;76,2;63,6;0,1;933,1;
2023/02/03;2100;0,1;24,7;26,2;23,3;63,1;68,5;59,2;1,5;937,6;
2023/02/04;0000;0,1;20,0;21,8;18,2;78,2;83,6;73,0;1,3;934,8;
2023/02/04;0300;0,6;23,2;25,3;21,2;71,3;76,4;67,7;2,2;937,6;
2023/02/04;0600;0,1;22,0;24,1;19,1;60,0;64,0;52,9;0,7;935,9;
2023/02/04;0900;0,3;27,5;29,5;25,5;66,4;71,4;60,7;1,0;949,1;
2023/02/04;1200;0,6;23,9;25,9;22,2;65,9;70,4;60,2;1,7;938,8;
2023/02/04;1500;0,0;20,9;22,4;18,5;67,3;70,8;63,1;0,3;934,3;
2023/02/04;1800;0,0;23,6;25,5;21,5;79,3;83,2;73,1;0,1;933,6;
2023/02/04;2100;1,0;13,5;16,2;12,7;86,2;91,4;80,3;1,6;932,7;
